17.9,-127.0,66
-30.6,-52.3,1
2.5,118.6,4
-6.6,-49.7,1
-34.3,-54.3,2
18.1,-127.0,84
20.0,-125.0,54
20.0,-125.1,6
-35.4,-58.3,9
22.6,44.1,7
-16.9,-70.1,13
4.3,-9.0,5
5.1,25.4,3
-35.1,-54.9,1
-35.9,-57.8,3
4.5,-9.1,17
-8.4,150.0,54
-0.5,-69.4,16
-8.3,150.0,43
-24.9,-66.4,17
-21.7,-45.9,4
1.0,-70.0,1
-29.5,126.3,2
-14.9,169.8,1
18.2,-127.0,59
18.3,-126.9,11
-19.9,50.1,3
6.8,-11.8,16
18.3,-127.1,3
-14.8,170.0,2
18.3,-127.0,12
42.0,-51.4,1
0.1,-68.7,3
25.6,-92.8,123
41.9,-51.4,2
-22.2,-47.8,1
-16.8,123.7,15
-14.5,168.6,1
-7.8,149.1,46
-10.7,139.0,3
40.6,-52.2,6
41.1,-51.4,1
40.8,-52.2,1
-3.5,27.4,1
5.7,24.6,3
4.1,-9.0,25
3.9,-9.0,3
-16.6,126.0,1
30.0,-52.5,9
-19.5,50.4,1
-31.5,23.2,4
4.0,-8.9,5
17.8,-127.1,23
4.0,-9.1,10
-1.8,-48.7,9
-1.8,-48.8,7
-3.4,-40.7,1
4.1,-9.1,9
2.5,118.7,2
0.6,10.1,6
-33.5,-57.3,3
5.1,-9.5,18
-7.6,148.8,1
5.1,-9.6,28
3.8,-8.5,6
-0.4,-77.7,1
-14.3,172.0,5
3.1,25.4,9
-12.2,-54.3,1
23.2,-59.8,1
23.0,-59.8,8
-3.8,9.2,3
-14.1,-74.7,1
-14.6,-74.4,3
28.6,-53.8,7
1.1,5.8,1
-3.3,-77.5,2
-0.1,112.4,3
-14.1,40.1,5
0.0,-73.5,39
-20.4,52.4,3
33.0,46.6,1
33.0,46.7,5
41.0,-51.9,9
41.1,-51.9,8
-16.9,124.8,6
-16.7,123.1,4
-29.9,21.0,1
-13.3,128.5,1
-13.2,128.5,2
-35.8,153.5,24
-1.8,-49.0,7
16.5,-128.2,5
-15.7,-72.0,19
-15.8,-72.0,4
5.1,25.1,8
-15.7,-72.1,4
4.7,25.0,1
-35.7,153.6,4
-35.7,153.7,5
-6.5,29.0,5
0.1,-69.5,32
0.0,-69.5,32
-0.3,-70.2,14
-16.8,123.3,31
-16.8,123.4,21
-24.8,-66.9,16
17.8,-127.2,66
17.9,-126.9,21
-3.2,26.9,2
-3.2,26.8,5
1.1,7.5,1
25.9,-92.5,5
25.8,-92.5,13
-15.4,-60.2,2
-16.5,124.7,1
-26.5,-49.3,18
-16.5,124.8,5
25.5,-92.8,77
2.4,1.1,7
2.3,-4.4,4
40.5,-52.7,1
1.5,-60.8,2
41.0,-52.0,6
40.9,-51.9,10
-35.5,-57.8,1
0.3,-71.0,6
2.0,-3.8,3
1.5,-4.0,1
40.1,-173.9,1
-7.9,-48.8,2
32.9,-49.1,7
25.7,-92.7,5
25.7,-92.8,14
-6.2,-59.4,6
-20.4,-41.2,3
-13.9,129.7,1
-14.0,129.6,1
33.0,-49.1,11
33.2,-49.1,1
-14.0,129.8,1
0.0,-73.4,26
-0.1,-73.5,78
-16.8,124.2,16
-1.5,-48.3,3
-3.9,113.6,5
4.7,-9.4,4
25.2,-93.4,16
-0.3,-70.1,22
-0.2,-70.1,22
-0.6,-70.1,1
18.0,-127.0,123
-5.0,95.8,1
-4.8,95.7,1
0.1,-75.1,8
-0.8,-68.9,3
22.8,44.8,6
-6.7,109.4,4
-6.8,109.4,4
-16.3,-59.0,1
5.7,68.4,4
2.6,-76.8,1
3.1,106.9,1
5.8,67.0,13
5.8,67.1,3
-35.1,-54.0,2
2.8,106.7,2
-28.8,152.7,20
3.0,106.9,1
0.8,-75.7,18
2.7,106.8,1
-3.3,26.9,1
-29.2,152.6,6
25.5,-93.1,7
23.9,-94.2,2
3.8,-9.2,4
23.8,-94.2,3
5.2,25.1,4
-10.5,-75.1,4
