-24.5,-169.9,8
-16.1,122.4,2
-16.2,122.4,19
-11.5,50.8,2
-11.9,130.4,1
25.5,-60.1,3
25.6,-60.1,25
25.5,-60.0,12
25.4,-60.1,1
-8.7,110.3,1
-5.4,-70.5,3
37.9,-63.0,1
-7.1,-51.7,3
25.6,-60.0,55
-37.1,147.9,2
-12.9,119.9,6
-8.2,-76.4,3
-8.3,-76.5,7
-1.9,-70.3,8
-3.9,-43.7,1
-1.7,-70.2,25
-3.5,-49.8,1
-23.2,-170.0,2
-23.2,-170.2,1
-6.3,-53.2,4
-23.1,-170.1,6
-16.4,123.3,1
-16.3,123.4,8
-16.3,123.3,8
-7.9,49.6,2
-13.1,119.7,83
29.6,50.5,16
-23.2,-170.1,1
-12.4,120.6,3
-12.4,120.5,1
-10.0,119.1,10
-10.0,119.2,28
1.6,2.8,19
1.6,2.7,14
0.9,2.5,1
-12.3,120.5,3
1.5,2.8,3
-1.7,20.0,16
-4.3,9.9,2
-4.1,9.8,22
-4.2,-71.4,9
-12.3,120.8,1
-4.5,-71.5,1
-3.0,-69.8,1
1.0,2.6,1
36.2,173.6,1
-4.3,-71.4,4
-13.3,128.2,100
-13.4,128.2,15
-12.9,128.4,1
-13.2,128.2,46
-1.4,20.9,3
-1.2,21.0,6
-13.1,119.5,7
-45.9,-38.9,2
-4.9,-39.0,4
-44.0,152.3,72
-43.9,152.3,20
-6.8,-53.1,9
-6.7,-53.1,15
-6.6,-53.1,11
-2.5,16.8,3
43.6,36.9,1
-32.0,151.7,6
-26.2,75.3,37
-37.6,152.6,58
-37.7,152.7,33
-16.0,123.0,8
4.6,110.9,7
-4.2,9.7,7
40.7,-147.8,2
40.6,-147.7,2
-4.7,-69.3,1
-4.1,-78.3,1
-9.4,116.7,7
29.7,-55.8,4
-9.3,116.7,12
-5.3,109.8,1
-1.9,21.5,5
-3.5,152.0,2
30.0,-55.7,17
30.1,-55.6,31
-43.6,151.9,12
29.4,-56.5,1
-5.0,-77.6,95
-32.0,151.8,24
-43.6,151.5,3
-5.2,-70.9,2
-3.1,13.4,4
30.5,-155.4,19
-13.1,119.8,26
30.5,-155.3,13
-9.5,117.5,5
0.2,17.9,1
0.0,-7.5,7
-0.1,-7.4,46
-7.6,-50.8,4
-3.8,14.4,2
-2.6,17.3,5
-3.4,-70.9,132
-3.3,-70.9,55
-3.3,-70.8,17
-5.2,-75.3,5
-7.8,-50.8,5
3.6,63.3,4
-9.2,-49.1,2
1.6,-4.8,24
-37.5,152.5,1
-37.5,153.0,41
-8.8,111.3,3
30.4,-154.1,166
30.3,-154.1,21
30.3,-154.2,31
30.4,-154.2,51
-4.4,-77.4,4
-8.3,-50.8,8
30.5,-153.9,10
30.6,-153.8,4
39.6,-61.1,8
39.7,-61.1,8
-27.6,-110.8,1
-2.8,126.2,2
