-15.6,125.1,4
-31.6,-51.8,3
-25.6,-67.7,3
1.4,-13.2,1
-7.9,149.7,2
-22.8,-65.2,14
26.2,-91.2,21
1.0,-69.6,4
26.3,-91.3,1
26.2,-91.3,2
-24.8,-67.4,8
19.2,-125.4,5
19.3,-125.3,8
26.0,-91.2,2
-18.4,160.7,5
19.4,-125.3,9
17.5,-126.9,54
-5.3,27.3,1
-28.4,-68.1,2
42.1,-50.2,1
42.0,-50.2,1
-18.4,160.6,4
-21.8,-44.3,1
18.0,-126.7,63
-14.2,129.5,9
6.4,25.4,33
0.4,-75.7,84
0.4,-75.8,65
-14.2,129.6,2
-22.8,-48.7,2
-22.8,-48.8,1
3.2,24.0,8
-14.7,-73.0,3
-14.7,-73.1,3
-15.7,125.6,4
-3.7,28.2,2
1.4,-75.3,4
25.2,-92.2,7
25.2,-92.1,3
25.1,-92.1,12
25.3,-92.1,1
-11.6,-58.5,1
-11.6,-58.6,7
-11.8,-59.0,1
0.6,7.1,14
-35.6,-61.1,2
-8.6,-59.9,1
17.5,-126.8,127
-4.0,96.6,8
18.2,-126.5,3
17.6,-126.8,63
17.7,-126.7,444
17.6,-126.7,66
-15.7,126.4,1
-6.1,-51.2,2
0.4,-75.6,13
-7.8,149.0,7
41.1,-50.1,1
3.3,24.0,12
-6.2,-51.4,2
-15.9,125.8,10
-15.6,125.7,19
1.1,-75.8,4
1.1,-75.9,5
0.0,71.1,2
21.9,-94.4,8
22.0,-94.4,4
0.0,71.0,1
0.0,71.1,15
-26.9,-49.1,3
-15.9,125.9,20
-0.1,71.1,4
3.3,-53.9,2
0.8,-75.6,7
-22.1,-44.2,3
0.8,11.1,1
-11.0,55.6,8
-33.1,-57.0,2
24.7,-92.7,20
24.6,-92.7,1
24.5,-92.7,7
-16.3,-70.0,4
26.1,-90.8,12
24.8,-92.6,10
-16.2,-70.0,1
-16.3,-70.1,2
-16.4,-70.0,10
6.8,25.5,27
6.7,25.6,36
26.3,-90.7,70
26.1,-90.6,2
26.4,-90.8,31
3.6,-59.1,1
3.3,23.9,3
1.6,-3.6,3
-15.6,125.3,24
-6.3,94.6,1
-23.2,-65.0,2
25.7,-91.6,13
-6.2,28.8,6
25.8,-91.6,11
-23.2,-64.9,19
-1.9,-69.3,1
-1.9,-69.4,3
-0.7,-68.0,46
-4.3,-48.6,5
