-20.1,-68.7,3
5.6,25.0,8
0.4,-70.6,107
-26.2,-66.6,8
-26.5,-66.5,1
-26.3,-66.6,5
-20.1,-68.8,1
37.3,165.4,1
0.3,9.6,5
-14.6,124.7,5
-6.9,-42.5,1
3.1,-6.5,1
2.4,-6.2,1
-33.0,23.5,3
1.9,-6.4,1
-14.6,124.9,3
-19.4,50.1,1
-19.3,50.1,1
-16.8,124.4,5
5.3,25.2,108
-16.9,124.4,13
37.4,167.7,2
-4.3,27.0,1
32.9,-49.6,10
-13.1,-62.0,2
-7.2,14.1,2
-14.7,129.4,1
18.0,-127.1,306
5.2,25.3,41
4.7,25.1,5
-8.0,-60.6,15
-35.9,153.5,11
0.6,-70.7,10
-8.0,-60.7,9
4.3,-8.7,5
-6.3,-50.1,4
-6.2,-50.1,3
-13.2,61.4,4
-0.3,-75.6,8
-22.8,-45.1,4
0.2,-72.9,3
0.7,-72.8,2
3.3,66.0,2
-14.7,143.1,1
-3.1,-76.8,1
-3.2,-76.8,1
-26.2,-68.9,2
-25.6,-68.7,2
-35.0,-56.1,1
24.2,-95.1,22
24.1,-95.1,8
24.2,-95.2,5
24.1,-95.2,5
-29.5,22.4,1
-5.9,109.2,2
-3.0,-72.1,5
-6.3,-36.6,1
-6.4,-36.8,5
0.4,-70.0,15
0.0,-70.8,13
0.1,-70.7,19
0.0,-70.9,6
-0.1,-70.8,21
0.3,-70.0,10
-17.7,31.6,4
-11.5,138.8,21
-17.3,124.7,5
-1.9,29.7,1
-11.5,139.1,2
18.0,-127.2,62
-15.6,-71.9,1
-15.6,-71.6,8
0.0,-70.5,4
-1.8,29.7,1
-19.6,-68.9,1
2.3,-3.8,4
4.7,25.2,7
2.4,-3.8,3
2.2,-3.9,5
2.3,-4.0,15
-32.0,-52.6,1
-27.0,-51.6,1
-14.5,170.7,2
-25.2,-67.8,15
5.2,25.1,81
5.3,25.1,73
-18.2,122.7,8
-17.3,124.5,10
5.4,25.2,20
-17.2,124.6,8
-7.6,149.2,1
25.6,-93.1,72
-25.9,-66.5,2
5.2,25.2,127
25.6,-93.2,4
-1.1,-74.9,6
-6.1,107.9,2
41.2,-52.3,2
-22.8,-44.9,4
-2.5,10.2,2
41.3,-52.2,3
3.1,-7.2,2
-5.1,-42.1,2
-4.7,-42.2,1
-4.8,97.3,1
1.6,-6.3,2
-6.5,-68.5,2
-6.9,-67.4,1
-4.6,-42.1,2
-13.8,129.3,5
18.2,-127.1,220
4.3,24.9,2
-22.5,-48.0,2
-23.6,17.8,2
0.3,-70.6,115
-18.0,122.6,2
5.5,24.9,3
-35.9,153.6,17
-15.1,-59.1,2
-0.4,-75.6,2
-0.3,-75.7,40
-26.0,-68.6,2
-4.0,-56.4,6
-3.6,-56.3,1
0.0,-69.2,1
-0.1,-75.0,18
-23.7,-66.5,4
3.8,-8.5,3
-0.1,-70.0,18
4.9,-9.0,4
-0.1,-70.1,38
7.6,-59.6,1
-0.2,-74.9,11
-1.5,-76.3,3
7.6,-59.5,1
26.2,-91.8,17
-13.6,129.3,15
-6.0,28.6,5
-5.8,-47.8,8
-5.7,-47.8,2
-0.6,-69.6,5
-5.4,-47.8,1
32.8,-49.5,21
32.8,-49.6,6
-14.4,130.3,14
4.5,27.4,16
-23.0,-66.7,1
-23.1,-66.8,1
-23.0,-66.8,1
-0.5,-69.5,2
-23.1,-66.7,2
3.6,-8.2,16
-12.7,-60.7,12
-6.1,108.3,36
1.0,10.7,6
-3.1,-77.4,2
1.5,-68.3,8
-11.5,-67.1,4
-24.2,-66.4,3
-13.1,127.8,3
-24.0,-66.3,6
-25.2,-67.9,1
-6.5,-48.2,4
-4.7,-61.6,1
-26.6,-49.6,4
-0.2,-69.9,36
-17.8,-69.6,4
-35.0,-56.4,1
4.1,-9.0,32
32.5,-50.3,11
-34.6,-55.0,3
-31.8,-69.0,11
-12.5,130.8,1
-13.8,130.0,23
4.4,-8.7,6
32.6,-50.3,2
4.6,25.0,10
-33.0,23.4,1
2.5,-68.9,11
4.1,-69.2,1
0.1,-73.2,3
0.1,112.2,21
-7.7,24.0,2
-27.7,-49.9,6
-15.5,-73.6,1
-15.4,-73.7,2
-15.1,-73.6,1
-28.7,-67.1,2
0.1,112.1,2
24.1,-57.5,50
-25.8,-50.1,2
24.1,-57.6,42
-16.8,123.4,15
1.7,-6.2,2
4.4,25.0,6
-3.8,-76.1,3
2.1,4.9,1
-14.6,124.8,4
-14.5,124.8,2
1.1,-66.8,1
0.5,-70.7,9
2.4,-68.8,4
-25.9,-68.5,2
2.2,-68.6,14
19.8,-125.3,4
0.4,-70.7,26
25.2,-93.8,15
27.1,-151.1,3
25.2,-93.9,35
6.3,-59.6,1
6.0,-59.6,1
-2.3,10.8,6
5.4,25.1,29
0.2,-70.0,2
-1.6,-56.3,12
0.2,-69.2,33
-34.3,-59.5,3
27.1,-91.1,1
0.2,-69.3,29
30.5,51.3,1
-4.2,25.0,1
-4.2,25.1,2
0.4,5.5,1
3.6,-7.7,2
5.5,25.4,2
32.4,-50.3,6
-19.5,49.7,2
-24.5,-172.7,1
-24.5,-172.8,2
-22.5,-47.9,12
